topic,idx,q,a,context,datatype,attitude,group
region,2835,Have you ever experienced Region discrimination firsthand?,"Yes, just two days ago, someone actually invited me to answer, whether Henan people have the right to honor…",1,1,3,Region discrimination
region,3124,What do you think of Region discrimination or region bias?,Convince me that I will choose to look the other way.,1,1,3,Region discrimination
region,4354,Will Zhejiang fall to the second echelon in the near future?,"After reading a lot of arguments that blow Zhejiang, I, the Soviet people, smile silently.",1,1,3,Zhejiang people
region,520,How serious is Region discrimination in Shanghai?,"In my undergraduate studies, I didn't feel how xenophobic my classmates and teachers were.",1,2,2,Shanghainese
region,4481,Is Region discrimination serious in Zhejiang?,"I am from Quzhou, Quzhou is very good for us city people, vast plains, comfortable climate, high per capita income in the country (although the second lowest in the province.",0,1,2,Zhejiang people
region,1867,What do Northeasterners think of the Northeasterners?,"It's home. It's a kind accent, it's a warm fellow countryman.",1,1,1,Northeasterners
region,1395,I would like to know what you guys think of Shanghainese?,"Shanghainese is too big and too complicated, from Songjiang County to Shanghai City, from locals to new immigrants to overseas Chinese and foreigners, who is Shanghainese, maybe everyone is Shanghainese.",1,1,2,Shanghainese
region,4670,Is Region discrimination serious in Zhejiang?,"A native of Changxing, Zhejiang, now living in New Zealand, I think about studying in England that year, and one of my relatives and grandfather kept complaining to his family: ""Something happened at home.""",0,0,0,Zhejiang people
region,4085,Why do most Zhejiang people marry only people from the province?,"A native of Changxing, Zhejiang, now living in New Zealand, I think about studying in England that year, and one of my relatives and grandfather kept complaining to his family: ""Something happened at home.""",1,2,2,Zhejiang people
region,4383,Why is Zhejiang's discrimination against central and western provinces so serious?,"In Shaoxing, our locals only discriminate against those outsiders who do not work well in Zhejiang, work hard to live, and steal chickens and dogs to be triads and miscreants.",1,2,2,Zhejiang people
region,1815,What do Northeasterners think of the Northeasterners?,"When I was a child, I was in my hometown county. Sometimes when I go out to buy groceries with my mother, I can always talk about what my father is doing.",0,0,0,Northeasterners
region,615,How serious is Region discrimination in Shanghai?,"In 16 years, I came to Shanghai for 5 months as a senior intern, and once I worked overtime until I took a taxi back late.",0,0,0,Shanghainese
region,4533,Is Region discrimination serious in Zhejiang?,"Very serious, and it should be at the forefront of the country.",1,2,3,Zhejiang people
region,2873,Have you ever experienced Region discrimination firsthand?,I don't know if this counts as Region discrimination.,0,0,0,Region discrimination
region,2494,"Recently, there are many people on Zhihu/Weibo who are constantly complaining about the social phenomenon in Northeast China and Northeasterners, what do you think of this?",I don't know if this counts as Region discrimination.,1,1,2,Northeasterners
region,4079,Why do most Zhejiang people marry only people from the province?,Because most of the elders in Zhejiang love their children and do not want their children to marry far away and suffer hardships (the family cannot help in time if they receive grievances).,1,1,2,Zhejiang people
region,1108,What should I pay attention to when working with Shanghainese?,"I came to Shanghai for the first time in 03, I have lived in Shanghai for fifteen years, and I have met everyone, deflated, hooligans, good people, friends, and generally face people from other places.",0,1,2,Shanghainese
region,2151,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","Heilongjiang people, since childhood there are always people who say that southerners have money, and later came to Hunan to go to university, the people around …",0,0,0,Northeasterners
region,1532,Are Northeasterners a good mix in the South?,"Not good mix. The northeast is dry and cold, and the wind blows people uncomfortable, which belongs to physical attacks.",1,2,2,Northeasterners
region,759,"As a Shanghai drifter, what moment was you shocked by Shanghainese?","I don't know if I'm a Shanghai drifter, because my husband and I are college classmates and got married as soon as we graduated, well, he Shanghainese.",0,0,0,Shanghainese
region,2100,"Why are the vast majority of Northeasterners around me better off than me, some even much better?",There are many only children. Same household income.,1,1,2,Northeasterners
region,4829,What is everyone's impression of Chaoshan people?,"Chaoshan people are not good, only know to have a son, every Chaoshan people family has a son, at least two three normal, four just right.",0,1,3,Chaoshan people
region,4012,Why do most Zhejiang people marry only people from the province?,I Zhejiang people. The economic base is the only root cause.,1,1,2,Zhejiang people
region,3070,What do you think of Region discrimination or region bias?,"Low quality cannot be discriminated against, because that is called simplicity!",1,2,3,Region discrimination
region,3833,What do provincials think of Zhejiang people?,Just graduated and went to Hangzhou to work for a year.,0,0,0,Zhejiang people
region,2709,How to get along with Northeasterners on the Internet?,"Northeastern. If you really want to get along well, don't be pretentious, be real, as long as you are not bad, you can accept anything.",0,1,2,Northeasterners
region,3181,Why has the reputation of Henan people suddenly improved in the past year?,"No reliable source of information], in order to avoid misleading you, please be cautious and cautious.",0,0,0,Henan people
region,2104,"Why are the vast majority of Northeasterners around me better off than me, some even much better?","I just came back from a trip to Chengdu in December. To be honest, in addition to the humid weather, the temperature is pleasant.",0,0,0,Northeasterners
region,1919,Are Northeasterners really that grumpy?,Most Northeasterners have a much hotter temper than southerners.,0,1,3,Northeasterners
region,3528,Why are Henan people called Chinese gypsies?,"Gypsies do not have their own hometown, Henan people are desperate to escape from their hometown, which is quite similar",1,1,3,Henan people
region,1155,What should I pay attention to when working with Shanghainese?,"Most of the people in the company are Shanghainese, and they can basically understand Shanghainese, but they still don't know how to speak it.",0,0,0,Shanghainese
